X,Species,Order,Clade_old,Clade,Family
1495,Primulaceae_Samolus_spp,Ericales,Theophrastoideae,Theophrastoideae,Primulaceae
1491,Primulaceae_Stimpsonia_chamaedryoides,Ericales,Myrsinoideae,Myrsinoideae,Primulaceae
1800,Proteaceae_Bellendena_montana,Proteales,Bellendenoideae,Bellendenoideae,Proteaceae
1797,Proteaceae_Grevillea_spp,Proteales,Grevilleoideae,Grevilleoideae,Proteaceae
1799,Proteaceae_Persoonia_spp,Proteales,Persoonioideae,Persoonioideae,Proteaceae
1796,Proteaceae_Petrophile_spp,Proteales,Proteoideae,Proteoideae,Proteaceae
1798,Proteaceae_Roupala_spp,Proteales,Grevilleoideae,Grevilleoideae,Proteaceae
NA,Proteaceae_Symphionema_montanum,Proteales,Symphionematoideae,Symphionematoideae,Proteaceae
762,Putranjivaceae_Drypetes_spp,Malpighiales,NA,,Putranjivaceae
760,Putranjivaceae_Putranjiva_spp,Malpighiales,NA,,Putranjivaceae
761,Putranjivaceae_Sibangea_spp,Malpighiales,NA,,Putranjivaceae
906,Quillajaceae_Quillaja_saponaria,Fabales,NA,,Quillajaceae
768,Rafflesiaceae_Rafflesia_keithii,Malpighiales,NA,,Rafflesiaceae
767,Rafflesiaceae_Rhizanthes_spp,Malpighiales,NA,,Rafflesiaceae
769,Rafflesiaceae_Sapria_himalayana,Malpighiales,NA,,Rafflesiaceae
1828,Ranunculaceae_Aquilegia_spp,Ranunculales,Thalictroideae,Thalictroideae,Ranunculaceae
1823,Ranunculaceae_Coptis_spp,Ranunculales,Coptoideae,Coptidoideae,Ranunculaceae
1825,Ranunculaceae_Ficaria_verna,Ranunculales,Ranunculoideae,Ranunculoideae,Ranunculaceae
1821,Ranunculaceae_Glaucidium_palmatum,Ranunculales,Glaucidioideae,Glaucidioideae,Ranunculaceae
1826,Ranunculaceae_Halerpestes_spp,Ranunculales,Ranunculoideae,Ranunculoideae,Ranunculaceae
1822,Ranunculaceae_Hydrastis_canadensis,Ranunculales,Hydrastidoideae,Hydrastidoideae,Ranunculaceae
1827,Ranunculaceae_Ranunculus_spp,Ranunculales,Ranunculoideae,Ranunculoideae,Ranunculaceae
1829,Ranunculaceae_Thalictrum_spp,Ranunculales,Thalictroideae,Thalictroideae,Ranunculaceae
1824,Ranunculaceae_Xanthorhiza_simplicissima,Ranunculales,Coptoideae,Coptidoideae,Ranunculaceae
173,Rapateaceae_Rapatea_spp,Poales,NA,,Rapateaceae
172,Rapateaceae_Spathanthus_spp,Poales,NA,,Rapateaceae
171,Rapateaceae_Stegolepis_spp,Poales,NA,,Rapateaceae
570,Resedaceae_Borthwickia_trifoliata,Brassicales,NA,,Resedaceae
569,Resedaceae_Reseda_spp,Brassicales,NA,,Resedaceae
129,Restionaceae_Anarthria_spp,Poales,NA,,Restionaceae
132,Restionaceae_Centrolepis_strigosa,Poales,NA,,Restionaceae
130,Restionaceae_Chordifex_abortivus,Poales,NA,,Restionaceae
133,Restionaceae_Lepyrodia_glauca,Poales,NA,,Restionaceae
131,Restionaceae_Restio_spp,Poales,NA,,Restionaceae
1603,Rhabdodendraceae_Rhabdodendron_amazonicum,Caryophyllales,NA,,Rhabdodendraceae
1602,Rhabdodendraceae_Rhabdodendron_macrophyllum,Caryophyllales,NA,,Rhabdodendraceae
1032,Rhamnaceae_Ceanothus_spp,Rosales,NA,,Rhamnaceae
1034,Rhamnaceae_Rhamnus_spp,Rosales,NA,,Rhamnaceae
1033,Rhamnaceae_Ventilago_spp,Rosales,NA,,Rhamnaceae
359,Rhipogonaceae_Rhipogonum_album,Liliales,NA,,Rhipogonaceae
358,Rhipogonaceae_Rhipogonum_elseyanum,Liliales,NA,,Rhipogonaceae
360,Rhipogonaceae_Ripogonum_scandens,Liliales,NA,,Rhipogonaceae
720,Rhizophoraceae_Bruguiera_gymnorhiza,Malpighiales,Rhizophoreae,Rhizophoreae,Rhizophoraceae
722,Rhizophoraceae_Carallia_spp,Malpighiales,Gynotrocheae,Gynotrocheae,Rhizophoraceae
724,Rhizophoraceae_Cassipourea_lanceolata,Malpighiales,Macarisieae,Macarisieae,Rhizophoraceae
719,Rhizophoraceae_Crossostylis_grandiflora,Malpighiales,Gynotrocheae,Gynotrocheae,Rhizophoraceae
723,Rhizophoraceae_Paradrypetes_subintegrifolia,Malpighiales,Paradrypetes,Paradrypetes,Rhizophoraceae
721,Rhizophoraceae_Rhizophora_spp,Malpighiales,Rhizophoreae,Rhizophoreae,Rhizophoraceae
1554,Roridulaceae_Roridula_dentata,Ericales,NA,,Roridulaceae
1553,Roridulaceae_Roridula_gorgonias,Ericales,NA,,Roridulaceae
1008,Rosaceae_Cercocarpus_spp,Rosales,Dryadoideae,Dryadoideae,Rosaceae
1009,Rosaceae_Dryas_octopetala,Rosales,Dryadoideae,Dryadoideae,Rosaceae
1001,Rosaceae_Filipendula_vulgaris,Rosales,Rosoideae,Rosoideae,Rosaceae
1003,Rosaceae_Lyonothamnus_floribundus,Rosales,Amygdaloideae,Amygdaloideae,Rosaceae
1007,Rosaceae_Neillia_thibetica,Rosales,Amygdaloideae,Amygdaloideae,Rosaceae
1005,Rosaceae_Photinia_spp,Rosales,Amygdaloideae,Amygdaloideae,Rosaceae
1002,Rosaceae_Potentilla_spp,Rosales,Rosoideae,Rosoideae,Rosaceae
1004,Rosaceae_Prunus_persica,Rosales,Amygdaloideae,Amygdaloideae,Rosaceae
1006,Rosaceae_Spiraea_spp,Rosales,Amygdaloideae,Amygdaloideae,Rosaceae
1065,Rousseaceae_Abrophyllum_ornans,Asterales,Carpodetoideae,,Rousseaceae
1064,Rousseaceae_Carpodetus_serratus,Asterales,Carpodetoideae,,Rousseaceae
1066,Rousseaceae_Cuttsia_viburnea,Asterales,Carpodetoideae,,Rousseaceae
1063,Rousseaceae_Roussea_simplex,Asterales,Rousseoideae,,Rousseaceae
1447,Rubiaceae_Acranthera_frutescens,Gentaniales,LAC CLADE,LAC,Rubiaceae
1448,Rubiaceae_Amphidasya_ambigua,Gentianales,Rubioideae,Rubioideae,Rubiaceae
1461,Rubiaceae_Cinchona_pubescens,Gentianales,Cinchonoideae,Cinchonoideae,Rubiaceae
1454,Rubiaceae_Coffea_arabica,Gentianales,Ixoroideae,Ixoroideae,Rubiaceae
1449,Rubiaceae_Colletoecema_dewevrei,Gentianales,Rubioideae,Rubioideae,Rubiaceae
1446,Rubiaceae_Coptosapelta_diffusa,Gentianales,LAC CLADE,LAC,Rubiaceae
1455,Rubiaceae_Dialypetalanthus_fuscenscens,Gentianales,Ixoroideae,Ixoroideae,Rubiaceae
1456,Rubiaceae_Emmenopterys_henryi,Gentianales,Ixoroideae,Ixoroideae,Rubiaceae
1451,Rubiaceae_Galium_spp,Gentianales,Rubioideae,Rubioideae,Rubiaceae
1459,Rubiaceae_Guettarda_spp,Gentianales,Cinchonoideae,Cinchonoideae,Rubiaceae
1460,Rubiaceae_Isertia_coccinea,Gentianales,Cinchonoideae,Cinchonoideae,Rubiaceae
1453,Rubiaceae_Luculia_spp,Gentianales,LAC CLADE,LAC,Rubiaceae
1450,Rubiaceae_Mitchella_repens,Gentianales,Rubioideae,Rubioideae,Rubiaceae
1457,Rubiaceae_Posoqueria_latifolia,Gentianales,Ixoroideae,Ixoroideae,Rubiaceae
1458,Rubiaceae_Rondeletia_amoena,Gentianales,Cinchonoideae,Cinchonoideae,Rubiaceae
1452,Rubiaceae_Theligonum_cynocrambe,Gentianales,Rubioideae,Rubioideae,Rubiaceae
50,Ruppiaceae_Ruppia_maritima,Alismatales,NA,,Ruppiaceae
51,Ruppiaceae_Ruppia_megacarpa,Alismatales,NA,,Ruppiaceae
677,Rutaceae_Citrus_spp,Sapindales,Rutoideae,Rutoideae,Rutaceae
675,Rutaceae_Cneorum_spp,Sapindales,Cneoroideae,Cneoroideae,Rutaceae
680,Rutaceae_Dictamnus_spp,Sapindales,Amyridoideae,Amyridoideae,Rutaceae
679,Rutaceae_Melicope_spp,Sapindales,Amyridoideae,Amyridoideae,Rutaceae
678,Rutaceae_Ruta_graveolens,Sapindales,Rutoideae,Rutoideae,Rutaceae
681,Rutaceae_Skimmia_spp,Sapindales,Amyridoideae,Amyridoideae,Rutaceae
676,Rutaceae_Spathelia_spp,Sapindales,Cneoroideae,Cneoroideae,Rutaceae
1793,Sabiaceae_Meliosma_veitchiorum,Proteales,NA,,Sabiaceae
1792,Sabiaceae_Sabia_spp,Proteales,NA,,Sabiaceae
784,Salicaceae_Abatia_parviflora,Malpighiales,Salicoideae,Salicoideae,Salicaceae
778,Salicaceae_Casearia_spp,Malpighiales,Samydoideae,Samydoideae,Salicaceae
786,Salicaceae_Dovyalis_spp,Malpighiales,Salicoideae,Salicoideae,Salicaceae
787,Salicaceae_Flacourtia_spp,Malpighiales,Salicoideae,Salicoideae,Salicaceae
783,Salicaceae_Idesia_polycarpa,Malpighiales,Salicoideae,Salicoideae,Salicaceae
777,Salicaceae_Lunania_spp,Malpighiales,Samydoideae,Samydoideae,Salicaceae
780,Salicaceae_Poliothyrsis_spp,Malpighiales,Salicoideae,Salicoideae,Salicaceae
781,Salicaceae_Populus_spp,Malpighiales,Salicoideae,Salicoideae,Salicaceae
785,Salicaceae_Prockia_spp,Malpighiales,Salicoideae,Salicoideae,Salicaceae
782,Salicaceae_Salix_reticulata,Malpighiales,Salicoideae,Salicoideae,Salicaceae
779,Salicaceae_Scyphostegia_borneensis,Malpighiales,Scyphostegioideae,Scyphostegioideae,Salicaceae
593,Salvadoraceae_Azima_tetracantha,Brassicales,NA,,Salvadoraceae
595,Salvadoraceae_Salvadora_spp,Brassicales,NA,,Salvadoraceae
1747,Santalaceae_Cervantesia_tomentosa,Santalales,NA,,Santalaceae
1745,Santalaceae_Comandra_umbellata,Santalales,NA,,Santalaceae
1748,Santalaceae_Osyris_spp,Santalales,NA,,Santalaceae
1749,Santalaceae_Santalum_album,Santalales,NA,,Santalaceae
1746,Santalaceae_Thesium_spp,Santalales,NA,,Santalaceae
683,Sapindaceae_Aesculus_spp,Sapindales,NA,,Sapindaceae
682,Sapindaceae_Cupaniopsis_anacardioides,Sapindales,NA,,Sapindaceae
684,Sapindaceae_Xanthoceras_sorbifolia,Sapindales,NA,,Sapindaceae
1509,Sapotaceae_Manilkara_zapota,Ericales,NA,,Sapotaceae
1510,Sapotaceae_Sarcosperma_laurinum,Ericales,NA,,Sapotaceae
1625,Sarcobataceae_Sarcobatus_vermiculatus,Caryophyllales,NA,,Sarcobataceae
655,Sarcolaenaceae_Leptolaena_multiflora,Malvales,NA,,Sarcolaenaceae
656,Sarcolaenaceae_Sarcolaena_spp,Malvales,NA,,Sarcolaenaceae
1549,Sarraceniaceae_Darlingtonia_spp,Ericales,NA,,Sarraceniaceae
1548,Sarraceniaceae_Sarracenia_pupurea,Ericales,NA,,Sarraceniaceae
437,Saururaceae_Anemopsis_californica,Piperales,NA,,Saururaceae
438,Saururaceae_Houttuynia_cordata,Piperales,NA,,Saururaceae
436,Saururaceae_Saururus_spp,Piperales,NA,,Saururaceae
498,Saxifragaceae_Heuchera_spp,Saxifragales,Heucheroideae,,Saxifragaceae
496,Saxifragaceae_Saxifraga_spp,Saxifragales,Saxifragoideae,,Saxifragaceae
497,Saxifragaceae_Sullivantia_oregana,Saxifragales,Heucheroideae,,Saxifragaceae
42,Scheuchzeriaceae_Scheuchzeria_palustris,Alismatales,NA,,Scheuchzeriaceae
1833,Schisandraceae_Illicium_spp,Austrobaileyales,NA,,Schisandraceae
1835,Schisandraceae_Kadsura_japonica,Austrobaileyales,NA,,Schisandraceae
1834,Schisandraceae_Schisandra_spp,Austrobaileyales,NA,,Schisandraceae
1359,Schlegeliaceae_Exarata_chocoensis,Lamiales,NA,,Schlegeliaceae
1357,Schlegeliaceae_Schlegelia_spp,Lamiales,NA,,Schlegeliaceae
1358,Schlegeliaceae_Synapsis_ilicifolia,Lamiales,NA,,Schlegeliaceae
1754,Schoepfiaceae_Arjona_tuberosa,Santalales,NA,,Schoepfiaceae
1755,Schoepfiaceae_Quinchamalium_chilense,Santalales,NA,,Schoepfiaceae
1753,Schoepfiaceae_Schoepfia_schreberi,Santalales,NA,,Schoepfiaceae
NA,Scrophulariaceae_Limosella_aquatica,Lamiales,Limoselleae,Limoselleae,Scrophulariaceae
NA,Scrophulariaceae_Buddleja_davidii,Lamiales,Buddlejeae,Buddlejeae,Scrophulariaceae
NA,Scrophulariaceae_Leucophyllum_frutescens,Lamiales,Leucophylleae,Leucophylleae,Scrophulariaceae
NA,Scrophulariaceae_Aptosimum_spp,Lamiales,Aptosimieae,Aptosimieae,Scrophulariaceae
1275,Scrophulariaceae_Alonsoa_spp,Lamiales,Hemimerideae,Hemimerideae,Scrophulariaceae
1276,Scrophulariaceae_Myoporum_spp,Lamiales,Myoporeae,Myoporeae,Scrophulariaceae
1277,Scrophulariaceae_Scrophularia_spp,Lamiales,Scrophularieae,Scrophularieae,Scrophulariaceae
1278,Scrophulariaceae_Verbascum_thapsus,Lamiales,Scrophularieae,Scrophularieae,Scrophulariaceae
597,Setchellanthaceae_Setchellanthus_caeruleus,Brassicales,NA,,Setchellanthaceae
674,Simaroubaceae_Ailanthus_altissima,Sapindales,NA,,Simaroubaceae
672,Simaroubaceae_Castela_coccinea,Sapindales,NA,,Simaroubaceae
673,Simaroubaceae_Picrasma_spp,Sapindales,NA,,Simaroubaceae
1604,Simmondsiaceae_Simmondsia_chinensis,Caryophyllales,NA,,Simmondsiaceae
378,Siparunaceae_Glossocalyx_brevipes,Laurales,NA,,Siparunaceae
380,Siparunaceae_Siparuna_brasiliensis,Laurales,NA,,Siparunaceae
379,Siparunaceae_Siparuna_decipiens,Laurales,NA,,Siparunaceae
381,Siparunaceae_Siparuna_glycycarpa,Laurales,NA,,Siparunaceae
1504,Sladeniaceae_Ficalhoa_laurifolia,Ericales,NA,,Sladeniaceae
1505,Sladeniaceae_Sladenia_celastrifolia,Ericales,NA,,Sladeniaceae
351,Smilacaceae_Smilax_aspera,Liliales,NA,,Smilacaceae
350,Smilacaceae_Smilax_spp,Liliales,NA,,Smilacaceae
1407,Solanaceae_Anthocercis_spp,Solanales,Nicotianoideae,Nicotianoideae,Solanaceae
1404,Solanaceae_Atropa_belladonna,Solanales,Solanoideae,Solanoideae,Solanaceae
1410,Solanaceae_Benthamiella_patagonica,Solanales,Benthamielleae,Benthamielleae,Solanaceae
1412,Solanaceae_Browallia_spp,Solanales,Browallioideae,Browallioideae,Solanaceae
1402,Solanaceae_Brunfelsia_spp,Solanales,Petunioideae,Petunioideae,Solanaceae
1413,Solanaceae_Cestrum_spp,Solanales,Browallioideae,Browallioideae,Solanaceae
1411,Solanaceae_Combera_paradoxa,Solanales,Benthamielleae,Benthamielleae,Solanaceae
1415,Solanaceae_Duckeodendron_cestroides,Solanales,Duckeodendroideae,Duckeodendroideae,Solanaceae
1417,Solanaceae_Goetzea_elegans,Solanales,Goetzeoideae,Goetzeoideae,Solanaceae
1399,Solanaceae_Heteranthia_decipiens,Solanales,Schwenkioideae,Schwenkioideae,Solanaceae
1416,Solanaceae_Metternichia_principis,Solanales,Goetzeoideae,Goetzeoideae,Solanaceae
1406,Solanaceae_Nicotiana_spp,Solanales,Nicotianoideae,Nicotianoideae,Solanaceae
1403,Solanaceae_Nierembergia_spp,Solanales,Petunioideae,Petunioideae,Solanaceae
1405,Solanaceae_Nolana_spp,Solanales,Solanoideae,Solanoideae,Solanaceae
1401,Solanaceae_Petunia_spp,Solanales,Petunioideae,Petunioideae,Solanaceae
1414,Solanaceae_Salpiglossis_sinuata,Solanales,Browallioideae,Browallioideae,Solanaceae
1398,Solanaceae_Schizanthus_grahamii,Solanales,Schizanthoideae,Schizanthoideae,Solanaceae
1397,Solanaceae_Schizanthus_pinnatus,Solanales,Schizanthoideae,Schizanthoideae,Solanaceae
1400,Solanaceae_Schwenkia_spp,Solanales,Schwenkioideae,Schwenkioideae,Solanaceae
1409,Solanaceae_Solanum_spp,Solanales,Solanoideae,Solanoideae,Solanaceae
1408,Solanaceae_Symonanthus_spp,Solanales,Nicotianoideae,Nicotianoideae,Solanaceae
651,Sphaerosepalaceae_Dialyceras_coriaceum,Malvales,NA,,Sphaerosepalaceae
652,Sphaerosepalaceae_Rhopalocarpus_spp,Malvales,NA,,Sphaerosepalaceae
1418,Sphenocleaceae_Sphenoclea_zeylanica,Solanales,NA,,Sphenocleaceae
553,Stachyuraceae_Stachyurus_chinensis,Crossosomatales,NA,,Stachyuraceae
559,Stachyuraceae_Stachyurus_cordatulus,Crossosomatales,NA,,Stachyuraceae
557,Stachyuraceae_Stachyurus_himalaicus,Crossosomatales,NA,,Stachyuraceae
558,Stachyuraceae_Stachyurus_oblongifolius,Crossosomatales,NA,,Stachyuraceae
554,Stachyuraceae_Stachyurus_obovatus,Crossosomatales,NA,,Stachyuraceae
561,Stachyuraceae_Stachyurus_praecox,Crossosomatales,NA,,Stachyuraceae
555,Stachyuraceae_Stachyurus_retusus,Crossosomatales,NA,,Stachyuraceae
556,Stachyuraceae_Stachyurus_salicifolius,Crossosomatales,NA,,Stachyuraceae
562,Stachyuraceae_Stachyurus_sigeypsii,Crossosomatales,NA,,Stachyuraceae
560,Stachyuraceae_Stachyurus_yunnanensis,Crossosomatales,NA,,Stachyuraceae
547,Staphyleaceae_Euscaphis_spp,Crossosomatales,NA,,Staphyleaceae
549,Staphyleaceae_Staphylea_spp,Crossosomatales,NA,,Staphyleaceae
548,Staphyleaceae_Turpinia_spp,Crossosomatales,NA,,Staphyleaceae
1670,Stegnospermataceae_Stegnosperma_cubense,Caryophyllales,NA,,Stegnospermataceae
1669,Stegnospermataceae_Stegnosperma_halimifolium,Caryophyllales,NA,,Stegnospermataceae
73,Stemonaceae_Croomia_spp,Pandanales,NA,,Stemonaceae
74,Stemonaceae_Pentastemona_sumatrana,Pandanales,NA,,Stemonaceae
1216,Stemonuraceae_Discophora_guianensis,Aquifoliales,NA,,Stemonuraceae
1219,Stemonuraceae_Gomphandra_spp,Aquifoliales,NA,,Stemonuraceae
1215,Stemonuraceae_Grisollea_myriantha,Aquifoliales,NA,,Stemonuraceae
1218,Stemonuraceae_Irvingbaileya_australis,Aquifoliales,NA,,Stemonuraceae
1220,Stemonuraceae_Lasianthera_africana,Aquifoliales,NA,,Stemonuraceae
1217,Stemonuraceae_Medusanthera_laxiflora,Aquifoliales,NA,,Stemonuraceae
1376,Stilbaceae_Charadrophila_capensis,Lamiales,NA,,Stilbaceae
1378,Stilbaceae_Euthystachys_abbreviata,Lamiales,NA,,Stilbaceae
1377,Stilbaceae_Halleria_spp,Lamiales,NA,,Stilbaceae
545,Strasburgeriaceae_Ixerba_brexoides,Crossosomatales,NA,,Strasburgeriaceae
546,Strasburgeriaceae_Strasburgeria_robusta,Crossosomatales,NA,,Strasburgeriaceae
248,Strelitiziaceae_Phenakospermum_guyannense,Zingiberales,NA,,Strelitiziaceae
246,Strelitiziaceae_Ravenala_madagascariensis,Zingiberales,NA,,Strelitiziaceae
247,Strelitiziaceae_Strelitizia_spp,Zingiberales,NA,,Strelitiziaceae
1776,Strombosiaceae_Scorodocarpus_borneensis,Santalales,NA,,Strombosiaceae
1775,Strombosiaceae_Strombosia_spp,Santalales,NA,,Strombosiaceae
1079,Stylidaceae_Donatia_spp,Asterales,Donatioideae,,Stylidaceae
1081,Stylidaceae_Forstera_spp,Asterales,Stylidioideae,,Stylidaceae
1080,Stylidaceae_Stylidium_spp,Asterales,Stylidioideae,,Stylidaceae
1559,Styracaceae_Halesia_spp,Ericales,NA,,Styracaceae
1558,Styracaceae_Styrax_spp,Ericales,NA,,Styracaceae
908,Surianaceae_Cadellia_pentastylis,Fabales,NA,,Surianaceae
909,Surianaceae_Recchia_mexicana,Fabales,NA,,Surianaceae
907,Surianaceae_Stylobasium_spathulatum,Fabales,NA,,Surianaceae
1567,Symplocaceae_Cordyloblaste_confusa,Ericales,NA,,Symplocaceae
1566,Symplocaceae_Cordyloblaste_henschelii,Ericales,NA,,Symplocaceae
1568,Symplocaceae_Cordyloblaste_pendula,Ericales,NA,,Symplocaceae
1564,Symplocaceae_Symplocos_paniculata,Ericales,NA,,Symplocaceae
1565,Symplocaceae_Symplocos_spp,Ericales,NA,,Symplocaceae
85,Taccaceae_Tacca_chantieri,Dioscoreales,NA,,Taccaceae
86,Taccaceae_Tacca_leontopetaloides,Dioscoreales,NA,,Taccaceae
87,Taccaceae_Tacca_parkeri,Dioscoreales,NA,,Taccaceae
84,Taccaceae_Tacca_spp,Dioscoreales,NA,,Taccaceae
1660,Talinaceae_Talinum_caffrum,Caryophyllales,NA,,Talinaceae
1661,Talinaceae_Talinum_paniculatum,Caryophyllales,NA,,Talinaceae
1592,Tamaricaceae_Reaumuria_spp,Caryophyllales,NA,,Tamaricaceae
1591,Tamaricaceae_Tamarix_pentandra,Caryophyllales,NA,,Tamaricaceae
666,Tapisciaceae_Huertea_spp,Huerteales,NA,,Tapisciaceae
667,Tapisciaceae_Tapiscia_spp,Huerteales,NA,,Tapisciaceae
303,Tecophilaeaceae_Cyanella_hyacinthoides,Asparagales,NA,,Tecophilaeaceae
302,Tecophilaeaceae_Tecophilaea_cyanocrocus,Asparagales,NA,,Tecophilaeaceae
476,Tetracarpaeaceae_Tetracarpaea_tasmanica,Saxifragales,NA,,Tetracarpaeaceae
1273,Tetrachondraceae_Polypremum_procumbens,Lamiales,NA,,Tetrachondraceae
1274,Tetrachondraceae_Tetrachondra_patagonica,Lamiales,NA,,Tetrachondraceae
971,Tetramelaceae_Octomeles_sumatrana,Cucurbitales,NA,,Tetramelaceae
970,Tetramelaceae_Tetrameles_nudiflora,Cucurbitales,NA,,Tetramelaceae
1468,Tetrameristaceae_Pelliciera_rhizophorae,Ericales,NA,,Tetrameristaceae
1469,Tetrameristaceae_Tetramerista_spp,Ericales,NA,,Tetrameristaceae
1555,Theaceae_Camellia_sinensis,Ericales,NA,,Theaceae
1556,Theaceae_Gordonia_spp,Ericales,NA,,Theaceae
1557,Theaceae_Stewartia_spp,Ericales,NA,,Theaceae
83,Thismiaceae_Oxygyne_shinzatoi,Dioscoreales,NA,,Thismiaceae
82,Thismiaceae_Thismia_spp,Dioscoreales,NA,,Thismiaceae
1364,Thomandersiaceae_Thomandersia_hensii,Lamiales,NA,,Thomandersiaceae
1365,Thomandersiaceae_Thomandersia_laurifolia,Lamiales,NA,,Thomandersiaceae
106,Thurniaceae_Prionium_serratum,Poales,NA,,Thurniaceae
105,Thurniaceae_Thurnia_sphaerocephala,Poales,NA,,Thurniaceae
611,Thymelaeaceae_Gonystylus_spp,Malvales,Octolepidoideae,,Thymelaeaceae
610,Thymelaeaceae_Octolepis_spp,Malvales,Octolepidoideae,,Thymelaeaceae
609,Thymelaeaceae_Synandrodaphne_paradoxa,Malvales,Octolepidoideae,,Thymelaeaceae
612,Thymelaeaceae_Thymelaea_spp,Malvales,Thymelaeoideae,,Thymelaeaceae
990,Ticodendraceae_Ticodendron_incognitum,Fagales,NA,,Ticodendraceae
10,Tofieldiaceae_Pleea_tenuifolia,Alismatales,NA,,Tofieldiaceae
11,Tofieldiaceae_Tofieldia_spp,Alismatales,NA,,Tofieldiaceae
1132,Torricelliaceae_Aralidium_pinnatifidum,Apiales,NA,,Torricelliaceae
1133,Torricelliaceae_Melanophylla_spp,Apiales,NA,,Torricelliaceae
1134,Torricelliaceae_Torricellia_tiliifolia,Apiales,NA,,Torricelliaceae
592,Tovariaceae_Tovaria_pendula,Brassicales,NA,,Tovariaceae
838,Trigoniaceae_Trigonia_spp,Malpighiales,NA,,Trigoniaceae
837,Trigoniaceae_Trigoniastrum_hypoleucum,Malpighiales,NA,,Trigoniaceae
1832,Trimeniaceae_Trimenia_moorei,Austrobaileyales,NA,,Trimeniaceae
70,Triuridaceae_Kupea_martinetugei,Pandanales,NA,,Triuridaceae
72,Triuridaceae_Sciaphila_densiflora,Pandanales,NA,,Triuridaceae
71,Triuridaceae_Triuris_hexophthalma,Pandanales,NA,,Triuridaceae
452,Trochodendraceae_Tetracentron_sinense,Trochodendrales,NA,,Trochodendraceae
453,Trochodendraceae_Trochodendron_aralioides,Trochodendrales,NA,,Trochodendraceae
600,Tropaeolaceae_Tropaeolum_majus,Brassicales,NA,,Tropaeolaceae
601,Tropaeolaceae_Tropaeolum_tricolor,Brassicales,NA,,Tropaeolaceae
174,Typhaceae_Sparganium_spp,Poales,NA,,Typhaceae
175,Typhaceae_Typha_spp,Poales,NA,,Typhaceae
1012,Ulmaceae_Ampelocera_hottlei,Rosales,NA,,Ulmaceae
1011,Ulmaceae_Zelkova_spp,Rosales,NA,,Ulmaceae
1025,Urticaceae_Boehmeria_spp,Rosales,Boehmerieae,Boehmerieae,Urticaceae
1027,Urticaceae_Cecropia_spp,Rosales,Cecropieae,Cecropieae,Urticaceae
1026,Urticaceae_Coussapoa_spp,Rosales,Cecropieae,Cecropieae,Urticaceae
1023,Urticaceae_Leucosyke_spp,Rosales,Cecropieae,Cecropieae,Urticaceae
1024,Urticaceae_Parietatia_spp,Rosales,Boehmerieae,Boehmerieae,Urticaceae
1019,Urticaceae_Pellionia_spp,Rosales,Elatostemateae,Elatostemateae,Urticaceae
1018,Urticaceae_Pilea_spp,Rosales,Elatostemateae,Elatostemateae,Urticaceae
1021,Urticaceae_Poikilospermum_spp,Rosales,Urticeae,Urticeae,Urticaceae
1022,Urticaceae_Urera_spp,Rosales,Urticeae,Urticeae,Urticaceae
1020,Urticaceae_Urtica_spp,Rosales,Urticeae,Urticeae,Urticaceae
1464,Vahliaceae_Vahlia_capensis,Vahliales,NA,,Vahliaceae
1463,Vahliaceae_Vahlia_digyna,Vahliales,NA,,Vahliaceae
1462,Vahliaceae_Vahlia_somalensis,Vahliales,NA,,Vahliaceae
63,Velloziaceae_Acanthochlamys_bracteata,Pandanales,Acanthochlamydoideae,,Velloziaceae
65,Velloziaceae_Barbacenia_spp,Pandanales,Vellozioideae,,Velloziaceae
64,Velloziaceae_Xerophyta_spp,Pandanales,Vellozioideae,,Velloziaceae
1362,Verbenaceae_Petrea_spp,Lamiales,NA,,Verbenaceae
1363,Verbenaceae_Verbena_spp,Lamiales,NA,,Verbenaceae
789,Violaceae_Fusispermum_spp,Malpighiales,Fusispermoideae,,Violaceae
794,Violaceae_Hybanthus_spp,Malpighiales,Violoideae,,Violaceae
792,Violaceae_Hymenanthera_alpina,Malpighiales,Violoideae,,Violaceae
791,Violaceae_Leonia_glycycarpa,Malpighiales,Violoideae,,Violaceae
790,Violaceae_Rinorea_spp,Malpighiales,Violoideae,,Violaceae
793,Violaceae_Viola_spp,Malpighiales,Violoideae,,Violaceae
1035,Vitaceae_Leea_guineensis,Vitales,NA,,Vitaceae
1036,Vitaceae_Vitis_spp,Vitales,NA,,Vitaceae
509,Vochysiaceae_Erismadelphus_spp,Myrtales,NA,,Vochysiaceae
511,Vochysiaceae_Qualea_spp,Myrtales,NA,,Vochysiaceae
510,Vochysiaceae_Vochysia_spp,Myrtales,NA,,Vochysiaceae
1257,Wellstediaceae_Wellstedia_dinteri,Boraginales,NA,,Wellstediaceae
1258,Wellstediaceae_Wellstedia_socotrana,Boraginales,NA,,Wellstediaceae
1259,Wellstediaceae_Wellstedia_somalensis,Boraginales,NA,,Wellstediaceae
6,Welwitschiaceae_Welwitschia_spp,Gnetales,_OUTGROUP,,Welwitschiaceae
429,Winteraceae_Drimys_spp,Canellales,Winteroideae,,Winteraceae
428,Winteraceae_Takhtajania_perrieri,Canellales,Taktajanioideae,,Winteraceae
430,Winteraceae_Tasmannia_spp,Canellales,Winteroideae,,Winteraceae
317,Xeronemataceae_Xeronema_callistemon,Asparagales,NA,,Xeronemataceae
1739,Ximeniaceae_Malania_oleifera,Santalales,NA,,Ximeniaceae
